Granule Name,Platform,Sensor,Beam Mode,Beam Mode Description,Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,URL,Size (MB),Off Nadir Angle,Stack Size,Baseline Perp.,Doppler,GroupID
S1B_IW_GRDH_1SDV_20181227T102208_20181227T102233_014226_01A729_F54D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14226,25,631,2018-12-27T10:22:33.000000,2018-12-27T10:22:08.000000,GRD_HD,2018-12-27T10:22:08.000000,2018-12-27T10:22:33.000000,-11.8792,-71.8394,-11.386636,-70.513351,-10.864137,-72.802452,-12.892172,-70.870483,-12.363948,-73.170486,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181227T102208_20181227T102233_014226_01A729_F54D.zip,1045.3316774368286,None,None,None,0,S1B_IWDV_0631_0636_014226_025
S1B_IW_GRDH_1SDV_20181227T102143_20181227T102208_014226_01A729_01E1,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14226,25,626,2018-12-27T10:22:08.000000,2018-12-27T10:21:43.000000,GRD_HD,2018-12-27T10:21:43.000000,2018-12-27T10:22:08.000000,-10.3745,-71.4847,-9.877699,-70.172562,-9.36094,-72.451111,-11.386546,-70.513336,-10.864275,-72.801453,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181227T102143_20181227T102208_014226_01A729_01E1.zip,1037.6806631088257,None,None,None,0,S1B_IWDV_0626_0631_014226_025
S1B_IW_GRDH_1SDV_20181227T102118_20181227T102143_014226_01A729_13A4,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14226,25,621,2018-12-27T10:21:43.000000,2018-12-27T10:21:18.000000,GRD_HD,2018-12-27T10:21:18.000000,2018-12-27T10:21:43.000000,-8.8676,-71.1419,-8.367802,-69.837646,-7.856601,-72.107277,-9.877609,-70.172546,-9.361055,-72.450203,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181227T102118_20181227T102143_014226_01A729_13A4.zip,1036.4444417953491,None,None,None,0,S1B_IWDV_0621_0626_014226_025
S1B_IW_GRDH_1SDV_20181225T103728_20181225T103753_014197_01A635_7245,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14197,171,617,2018-12-25T10:37:53.000000,2018-12-25T10:37:28.000000,GRD_HD,2018-12-25T10:37:28.000000,2018-12-25T10:37:53.000000,-7.7777,-74.9944,-7.277007,-73.689003,-6.766955,-75.966171,-8.787641,-74.019272,-8.27233,-76.303413,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181225T103728_20181225T103753_014197_01A635_7245.zip,1034.859546661377,None,None,None,0,S1B_IWDV_0617_0622_014197_171
S1A_IW_GRDH_1SDV_20181221T102223_20181221T102256_025122_02C620_0973,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25122,25,626,2018-12-21T10:22:56.000000,2018-12-21T10:22:23.000000,GRD_HD,2018-12-21T10:22:23.000000,2018-12-21T10:22:56.000000,-10.5022,-71.4889,-9.767692,-70.13092,-9.254935,-72.393883,-11.74861,-70.577972,-11.228683,-72.853607,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181221T102223_20181221T102256_025122_02C620_0973.zip,1320.57213306427,None,None,None,0,S1A_IWDV_0626_0632_025122_025
S1A_IW_GRDH_1SDV_20181221T102158_20181221T102223_025122_02C620_8E7D,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25122,25,621,2018-12-21T10:22:23.000000,2018-12-21T10:21:58.000000,GRD_HD,2018-12-21T10:21:58.000000,2018-12-21T10:22:23.000000,-8.7596,-71.0927,-8.257737,-69.796455,-7.75049,-72.050568,-9.767602,-70.130898,-9.255071,-72.392883,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181221T102158_20181221T102223_025122_02C620_8E7D.zip,1035.232268333435,None,None,None,0,S1A_IWDV_0621_0626_025122_025
S1B_IW_GRDH_1SDV_20181220T103004_20181220T103029_014124_01A3D5_519B,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14124,98,627,2018-12-20T10:30:29.000000,2018-12-20T10:30:04.000000,GRD_HD,2018-12-20T10:30:04.000000,2018-12-20T10:30:29.000000,-10.7833,-73.6336,-10.288869,-72.31189,-9.768875,-74.60096,-11.795927,-72.661034,-11.270331,-74.960022,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181220T103004_20181220T103029_014124_01A3D5_519B.zip,1052.2795963287354,None,None,None,0,S1B_IWDV_0627_0632_014124_098
S1B_IW_GRDH_1SDV_20181215T102209_20181215T102234_014051_01A15B_A044,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14051,25,631,2018-12-15T10:22:34.000000,2018-12-15T10:22:09.000000,GRD_HD,2018-12-15T10:22:09.000000,2018-12-15T10:22:34.000000,-11.8793,-71.8382,-11.386679,-70.512329,-10.864146,-72.801514,-12.892313,-70.869003,-12.364063,-73.169075,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181215T102209_20181215T102234_014051_01A15B_A044.zip,1043.4349241256714,None,None,None,0,S1B_IWDV_0631_0636_014051_025
S1B_IW_GRDH_1SDV_20181215T102144_20181215T102209_014051_01A15B_A526,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14051,25,626,2018-12-15T10:22:09.000000,2018-12-15T10:21:44.000000,GRD_HD,2018-12-15T10:21:44.000000,2018-12-15T10:22:09.000000,-10.3746,-71.4837,-9.877755,-70.171494,-9.360963,-72.450127,-11.38659,-70.512306,-10.864285,-72.800514,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181215T102144_20181215T102209_014051_01A15B_A526.zip,1029.6523170471191,None,None,None,0,S1B_IWDV_0626_0631_014051_025
S1B_IW_GRDH_1SDV_20181215T102119_20181215T102144_014051_01A15B_F272,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14051,25,621,2018-12-15T10:21:44.000000,2018-12-15T10:21:19.000000,GRD_HD,2018-12-15T10:21:19.000000,2018-12-15T10:21:44.000000,-8.8677,-71.1409,-8.367855,-69.836609,-7.856643,-72.106232,-9.877666,-70.171471,-9.361098,-72.449127,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181215T102119_20181215T102144_014051_01A15B_F272.zip,1028.6752882003784,None,None,None,0,S1B_IWDV_0621_0626_014051_025
S1B_IW_GRDH_1SDV_20181213T103728_20181213T103753_014022_01A066_C2FA,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",14022,171,617,2018-12-13T10:37:53.000000,2018-12-13T10:37:28.000000,GRD_HD,2018-12-13T10:37:28.000000,2018-12-13T10:37:53.000000,-7.7777,-74.9933,-7.277062,-73.68792,-6.766975,-75.96508,-8.787603,-74.018188,-8.272258,-76.302322,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181213T103728_20181213T103753_014022_01A066_C2FA.zip,1037.3310565948486,None,None,None,0,S1B_IWDV_0617_0622_014022_171
S1A_IW_GRDH_1SDV_20181209T102224_20181209T102257_024947_02BFCB_BF57,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24947,25,626,2018-12-09T10:22:57.000000,2018-12-09T10:22:24.000000,GRD_HD,2018-12-09T10:22:24.000000,2018-12-09T10:22:57.000000,-10.5022,-71.4894,-9.767693,-70.131348,-9.254924,-72.394302,-11.748609,-70.578415,-11.22867,-72.854042,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181209T102224_20181209T102257_024947_02BFCB_BF57.zip,1322.463327407837,None,None,None,0,S1A_IWDV_0626_0632_024947_025
S1A_IW_GRDH_1SDV_20181209T102159_20181209T102224_024947_02BFCB_4D62,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24947,25,621,2018-12-09T10:22:24.000000,2018-12-09T10:21:59.000000,GRD_HD,2018-12-09T10:21:59.000000,2018-12-09T10:22:24.000000,-8.7595,-71.0931,-8.257648,-69.796852,-7.750389,-72.050964,-9.767603,-70.131325,-9.255058,-72.393303,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181209T102159_20181209T102224_024947_02BFCB_4D62.zip,1039.2121019363403,None,None,None,0,S1A_IWDV_0621_0626_024947_025
S1B_IW_GRDH_1SDV_20181208T103005_20181208T103030_013949_019E19_D5FA,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13949,98,627,2018-12-08T10:30:30.000000,2018-12-08T10:30:05.000000,GRD_HD,2018-12-08T10:30:05.000000,2018-12-08T10:30:30.000000,-10.7833,-73.6341,-10.288912,-72.312332,-9.768903,-74.601494,-11.795971,-72.661469,-11.270359,-74.960541,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181208T103005_20181208T103030_013949_019E19_D5FA.zip,1052.797763824463,None,None,None,0,S1B_IWDV_0627_0632_013949_098
S1B_IW_GRDH_1SDV_20181203T102209_20181203T102234_013876_019BA5_A2EA,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13876,25,631,2018-12-03T10:22:34.000000,2018-12-03T10:22:09.000000,GRD_HD,2018-12-03T10:22:09.000000,2018-12-03T10:22:34.000000,-11.8794,-71.8385,-11.386799,-70.512566,-10.864305,-72.801758,-12.892414,-70.869308,-12.364203,-73.169388,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181203T102209_20181203T102234_013876_019BA5_A2EA.zip,1043.4678764343262,None,None,None,0,S1B_IWDV_0631_0636_013876_025
S1B_IW_GRDH_1SDV_20181203T102144_20181203T102209_013876_019BA5_2E1F,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13876,25,626,2018-12-03T10:22:09.000000,2018-12-03T10:21:44.000000,GRD_HD,2018-12-03T10:21:44.000000,2018-12-03T10:22:09.000000,-10.3747,-71.484,-9.877871,-70.171761,-9.361118,-72.450401,-11.386709,-70.512543,-10.864444,-72.800758,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181203T102144_20181203T102209_013876_019BA5_2E1F.zip,1030.701919555664,None,None,None,0,S1B_IWDV_0626_0631_013876_025
S1B_IW_GRDH_1SDV_20181203T102119_20181203T102144_013876_019BA5_EB29,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13876,25,621,2018-12-03T10:21:44.000000,2018-12-03T10:21:19.000000,GRD_HD,2018-12-03T10:21:19.000000,2018-12-03T10:21:44.000000,-8.8678,-71.1412,-8.367966,-69.836899,-7.856792,-72.106537,-9.877782,-70.171738,-9.361254,-72.449409,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181203T102119_20181203T102144_013876_019BA5_EB29.zip,1029.1736631393433,None,None,None,0,S1B_IWDV_0621_0626_013876_025
S1B_IW_GRDH_1SDV_20181201T103729_20181201T103754_013847_019ABA_4C0C,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13847,171,617,2018-12-01T10:37:54.000000,2018-12-01T10:37:29.000000,GRD_HD,2018-12-01T10:37:29.000000,2018-12-01T10:37:54.000000,-7.7777,-74.9938,-7.277068,-73.688332,-6.766987,-75.965492,-8.7877,-74.018616,-8.27236,-76.302757,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181201T103729_20181201T103754_013847_019ABA_4C0C.zip,1030.9025983810425,None,None,None,0,S1B_IWDV_0617_0622_013847_171
S1A_IW_GRDH_1SDV_20181127T102224_20181127T102257_024772_02B9F4_8C23,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24772,25,626,2018-11-27T10:22:57.000000,2018-11-27T10:22:24.000000,GRD_HD,2018-11-27T10:22:24.000000,2018-11-27T10:22:57.000000,-10.5024,-71.4894,-9.767687,-70.131317,-9.254894,-72.394272,-11.749048,-70.578506,-11.229085,-72.854134,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181127T102224_20181127T102257_024772_02B9F4_8C23.zip,1319.9338731765747,None,None,None,0,S1A_IWDV_0626_0632_024772_025
S1A_IW_GRDH_1SDV_20181127T102159_20181127T102224_024772_02B9F4_754E,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24772,25,621,2018-11-27T10:22:24.000000,2018-11-27T10:21:59.000000,GRD_HD,2018-11-27T10:21:59.000000,2018-11-27T10:22:24.000000,-8.7595,-71.0931,-8.257735,-69.796829,-7.750452,-72.050934,-9.767597,-70.131294,-9.25503,-72.393272,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181127T102159_20181127T102224_024772_02B9F4_754E.zip,1036.497456550598,None,None,None,0,S1A_IWDV_0621_0626_024772_025
S1B_IW_GRDH_1SDV_20181121T102210_20181121T102235_013701_019608_0A1D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13701,25,631,2018-11-21T10:22:35.000000,2018-11-21T10:22:10.000000,GRD_HD,2018-11-21T10:22:10.000000,2018-11-21T10:22:35.000000,-11.8794,-71.8382,-11.386816,-70.512344,-10.864337,-72.801552,-12.892457,-70.86898,-12.36426,-73.169075,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181121T102210_20181121T102235_013701_019608_0A1D.zip,1047.7055864334106,None,None,None,0,S1B_IWDV_0631_0636_013701_025
S1B_IW_GRDH_1SDV_20181121T102145_20181121T102210_013701_019608_3AD3,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13701,25,626,2018-11-21T10:22:10.000000,2018-11-21T10:21:45.000000,GRD_HD,2018-11-21T10:21:45.000000,2018-11-21T10:22:10.000000,-10.3747,-71.4838,-9.877887,-70.171555,-9.361148,-72.450203,-11.386726,-70.512329,-10.864476,-72.800552,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181121T102145_20181121T102210_013701_019608_3AD3.zip,1040.066081047058,None,None,None,0,S1B_IWDV_0626_0631_013701_025
S1B_IW_GRDH_1SDV_20181121T102120_20181121T102145_013701_019608_ACE2,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13701,25,621,2018-11-21T10:21:45.000000,2018-11-21T10:21:20.000000,GRD_HD,2018-11-21T10:21:20.000000,2018-11-21T10:21:45.000000,-8.8678,-71.141,-8.367979,-69.836708,-7.8568,-72.106438,-9.877797,-70.171532,-9.361263,-72.449295,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181121T102120_20181121T102145_013701_019608_ACE2.zip,1038.638780593872,None,None,None,0,S1B_IWDV_0621_0626_013701_025
S1B_IW_GRDH_1SDV_20181119T103729_20181119T103754_013672_01951F_AF5A,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13672,171,617,2018-11-19T10:37:54.000000,2018-11-19T10:37:29.000000,GRD_HD,2018-11-19T10:37:29.000000,2018-11-19T10:37:54.000000,-7.7777,-74.9938,-7.27713,-73.688423,-6.767061,-75.965591,-8.787674,-74.018677,-8.272347,-76.302818,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181119T103729_20181119T103754_013672_01951F_AF5A.zip,1036.4659576416016,None,None,None,0,S1B_IWDV_0617_0622_013672_171
S1A_IW_GRDH_1SDV_20181115T102225_20181115T102258_024597_02B37A_FE18,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24597,25,626,2018-11-15T10:22:58.000000,2018-11-15T10:22:25.000000,GRD_HD,2018-11-15T10:22:25.000000,2018-11-15T10:22:58.000000,-10.5022,-71.49,-9.767691,-70.13192,-9.254848,-72.394958,-11.748692,-70.579048,-11.228678,-72.854759,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181115T102225_20181115T102258_024597_02B37A_FE18.zip,1321.3705472946167,None,None,None,0,S1A_IWDV_0626_0632_024597_025
S1A_IW_GRDH_1SDV_20181115T102200_20181115T102225_024597_02B37A_3552,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24597,25,621,2018-11-15T10:22:25.000000,2018-11-15T10:22:00.000000,GRD_HD,2018-11-15T10:22:00.000000,2018-11-15T10:22:25.000000,-8.7595,-71.0937,-8.257651,-69.797401,-7.750319,-72.05159,-9.767601,-70.131905,-9.254983,-72.393959,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181115T102200_20181115T102225_024597_02B37A_3552.zip,1032.8447093963623,None,None,None,0,S1A_IWDV_0621_0626_024597_025
S1B_IW_GRDH_1SDV_20181114T103005_20181114T103030_013599_0192D7_C0C0,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13599,98,627,2018-11-14T10:30:30.000000,2018-11-14T10:30:05.000000,GRD_HD,2018-11-14T10:30:05.000000,2018-11-14T10:30:30.000000,-10.7833,-73.6348,-10.288956,-72.313019,-9.768911,-74.602165,-11.796012,-72.662178,-11.270365,-74.961243,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181114T103005_20181114T103030_013599_0192D7_C0C0.zip,1050.9241228103638,None,None,None,0,S1B_IWDV_0627_0632_013599_098
S1B_IW_GRDH_1SDV_20181109T102210_20181109T102235_013526_01907B_AFD7,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13526,25,631,2018-11-09T10:22:35.000000,2018-11-09T10:22:10.000000,GRD_HD,2018-11-09T10:22:10.000000,2018-11-09T10:22:35.000000,-11.8795,-71.8379,-11.386912,-70.511963,-10.864427,-72.801262,-12.892547,-70.868591,-12.364343,-73.16877,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181109T102210_20181109T102235_013526_01907B_AFD7.zip,1043.7783679962158,None,None,None,0,S1B_IWDV_0631_0636_013526_025
S1B_IW_GRDH_1SDV_20181109T102145_20181109T102210_013526_01907B_1B7D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13526,25,626,2018-11-09T10:22:10.000000,2018-11-09T10:21:45.000000,GRD_HD,2018-11-09T10:21:45.000000,2018-11-09T10:22:10.000000,-10.3748,-71.4834,-9.877987,-70.171188,-9.361261,-72.449837,-11.386823,-70.511948,-10.864586,-72.800171,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181109T102145_20181109T102210_013526_01907B_1B7D.zip,1036.27983379364,None,None,None,0,S1B_IWDV_0626_0631_013526_025
S1B_IW_GRDH_1SDV_20181109T102120_20181109T102145_013526_01907B_A38B,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13526,25,621,2018-11-09T10:21:45.000000,2018-11-09T10:21:20.000000,GRD_HD,2018-11-09T10:21:20.000000,2018-11-09T10:21:45.000000,-8.8679,-71.1407,-8.368086,-69.836357,-7.856919,-72.106079,-9.877896,-70.171165,-9.361376,-72.448929,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181109T102120_20181109T102145_013526_01907B_A38B.zip,1033.4496641159058,None,None,None,0,S1B_IWDV_0621_0626_013526_025
S1B_IW_GRDH_1SDV_20181107T103729_20181107T103754_013497_018F9D_6866,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13497,171,617,2018-11-07T10:37:54.000000,2018-11-07T10:37:29.000000,GRD_HD,2018-11-07T10:37:29.000000,2018-11-07T10:37:54.000000,-7.7779,-74.9929,-7.277211,-73.687447,-6.767188,-75.964615,-8.787848,-74.017685,-8.272565,-76.301842,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181107T103729_20181107T103754_013497_018F9D_6866.zip,1033.7642831802368,None,None,None,0,S1B_IWDV_0617_0622_013497_171
S1A_IW_GRDH_1SDV_20181103T102225_20181103T102258_024422_02AD11_7E70,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24422,25,626,2018-11-03T10:22:58.000000,2018-11-03T10:22:25.000000,GRD_HD,2018-11-03T10:22:25.000000,2018-11-03T10:22:58.000000,-10.5026,-71.4895,-9.767797,-70.131409,-9.254982,-72.394455,-11.749339,-70.578636,-11.229351,-72.854355,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181103T102225_20181103T102258_024422_02AD11_7E70.zip,1309.967737197876,None,None,None,0,S1A_IWDV_0626_0632_024422_025
S1A_IW_GRDH_1SDV_20181103T102200_20181103T102225_024422_02AD11_9B44,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24422,25,621,2018-11-03T10:22:25.000000,2018-11-03T10:22:00.000000,GRD_HD,2018-11-03T10:22:00.000000,2018-11-03T10:22:25.000000,-8.7596,-71.0932,-8.257755,-69.796913,-7.750449,-72.051102,-9.767708,-70.131393,-9.255116,-72.393456,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181103T102200_20181103T102225_024422_02AD11_9B44.zip,1029.0041675567627,None,None,None,0,S1A_IWDV_0621_0626_024422_025
S1B_IW_GRDH_1SDV_20181102T103006_20181102T103031_013424_018D66_B8AE,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13424,98,627,2018-11-02T10:30:31.000000,2018-11-02T10:30:06.000000,GRD_HD,2018-11-02T10:30:06.000000,2018-11-02T10:30:31.000000,-10.7833,-73.6343,-10.288899,-72.312469,-9.768846,-74.601616,-11.795954,-72.661636,-11.270298,-74.960701,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181102T103006_20181102T103031_013424_018D66_B8AE.zip,1051.6704063415527,None,None,None,0,S1B_IWDV_0627_0632_013424_098
S1B_IW_GRDH_1SDV_20181028T102210_20181028T102235_013351_018B04_2F84,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13351,25,631,2018-10-28T10:22:35.000000,2018-10-28T10:22:10.000000,GRD_HD,2018-10-28T10:22:10.000000,2018-10-28T10:22:35.000000,-11.8795,-71.839,-11.386885,-70.513023,-10.864366,-72.802307,-12.892498,-70.869766,-12.364261,-73.16993,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181028T102210_20181028T102235_013351_018B04_2F84.zip,1043.2548913955688,None,None,None,0,S1B_IWDV_0631_0636_013351_025
S1B_IW_GRDH_1SDV_20181028T102145_20181028T102210_013351_018B04_20FF,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13351,25,626,2018-10-28T10:22:10.000000,2018-10-28T10:21:45.000000,GRD_HD,2018-10-28T10:21:45.000000,2018-10-28T10:22:10.000000,-10.3748,-71.4845,-9.877954,-70.172241,-9.361175,-72.450974,-11.386796,-70.513,-10.864504,-72.801308,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181028T102145_20181028T102210_013351_018B04_20FF.zip,1033.474510192871,None,None,None,0,S1B_IWDV_0626_0631_013351_025
