"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle"
"S1B_IW_GRDH_1SDV_20180407T102136_20180407T102201_010376_012E48_D88E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10376","25","626","2018-04-07T10:22:01.000000","2018-04-07T10:21:36.000000","GRD_HD","2018-04-07T10:21:36.000000","2018-04-07T10:22:01.000000","-10.3757","-71.4792","-9.877724","-70.172058","-9.363276","-72.44059","-11.386575","-70.512802","-10.866645","-72.790863","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180407T102136_20180407T102201_010376_012E48_D88E.zip","1041.234866142273","None","None","0","S1B_IWDV_0626_0631_010376_025",""
"S1B_IW_GRDH_1SDV_20180407T102111_20180407T102136_010376_012E48_2906","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10376","25","621","2018-04-07T10:21:36.000000","2018-04-07T10:21:11.000000","GRD_HD","2018-04-07T10:21:11.000000","2018-04-07T10:21:36.000000","-8.8688","-71.1364","-8.367815","-69.837204","-7.858917","-72.096748","-9.877635","-70.172043","-9.363412","-72.43959","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180407T102111_20180407T102136_010376_012E48_2906.zip","1038.9082975387573","None","None","0","S1B_IWDV_0621_0626_010376_025",""
"S1B_IW_GRDH_1SDV_20180331T102956_20180331T103021_010274_012AF1_B4A2","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10274","98","627","2018-03-31T10:30:21.000000","2018-03-31T10:29:56.000000","GRD_HD","2018-03-31T10:29:56.000000","2018-03-31T10:30:21.000000","-10.7847","-73.6281","-10.288935","-72.312195","-9.771623","-74.589729","-11.795985","-72.661293","-11.273107","-74.948692","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180331T102956_20180331T103021_010274_012AF1_B4A2.zip","1052.9010782241821","None","None","0","S1B_IWDV_0627_0632_010274_098",""
"S1B_IW_GRDH_1SDV_20180326T102200_20180326T102225_010201_012895_D65D","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10201","25","631","2018-03-26T10:22:25.000000","2018-03-26T10:22:00.000000","GRD_HD","2018-03-26T10:22:00.000000","2018-03-26T10:22:25.000000","-11.8804","-71.8326","-11.386613","-70.511787","-10.866457","-72.790825","-12.892257","-70.868416","-12.366412","-73.158302","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180326T102200_20180326T102225_010201_012895_D65D.zip","1044.7365589141846","None","None","0","S1B_IWDV_0631_0636_010201_025",""
"S1B_IW_GRDH_1SDV_20180326T102135_20180326T102200_010201_012895_C86A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10201","25","626","2018-03-26T10:22:00.000000","2018-03-26T10:21:35.000000","GRD_HD","2018-03-26T10:21:35.000000","2018-03-26T10:22:00.000000","-10.3757","-71.4781","-9.877678","-70.170998","-9.363251","-72.439438","-11.386524","-70.511765","-10.866615","-72.789734","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180326T102135_20180326T102200_010201_012895_C86A.zip","1036.94260597229","None","None","0","S1B_IWDV_0626_0631_010201_025",""
"S1B_IW_GRDH_1SDV_20180326T102110_20180326T102135_010201_012895_5651","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10201","25","621","2018-03-26T10:21:35.000000","2018-03-26T10:21:10.000000","GRD_HD","2018-03-26T10:21:10.000000","2018-03-26T10:21:35.000000","-8.8688","-71.1354","-8.367765","-69.836151","-7.85887","-72.095703","-9.877588","-70.170975","-9.363366","-72.43853","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180326T102110_20180326T102135_010201_012895_5651.zip","1040.4647426605225","None","None","0","S1B_IWDV_0621_0626_010201_025",""
"S1B_IW_GRDH_1SDV_20180319T102956_20180319T103021_010099_012547_CFE8","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10099","98","627","2018-03-19T10:30:21.000000","2018-03-19T10:29:56.000000","GRD_HD","2018-03-19T10:29:56.000000","2018-03-19T10:30:21.000000","-10.7845","-73.6279","-10.288789","-72.311913","-9.771458","-74.589439","-11.795837","-72.661034","-11.272938","-74.948425","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180319T102956_20180319T103021_010099_012547_CFE8.zip","1053.1385469436646","None","None","0","S1B_IWDV_0627_0632_010099_098",""
"S1B_IW_GRDH_1SDV_20180314T102200_20180314T102225_010026_0122E8_9EAC","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10026","25","631","2018-03-14T10:22:25.000000","2018-03-14T10:22:00.000000","GRD_HD","2018-03-14T10:22:00.000000","2018-03-14T10:22:25.000000","-11.8805","-71.833","-11.386666","-70.512276","-10.866538","-72.791328","-12.892311","-70.868896","-12.366497","-73.158791","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180314T102200_20180314T102225_010026_0122E8_9EAC.zip","1046.1102895736694","None","None","0","S1B_IWDV_0631_0636_010026_025",""
"S1B_IW_GRDH_1SDV_20180314T102135_20180314T102200_010026_0122E8_02AD","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10026","25","626","2018-03-14T10:22:00.000000","2018-03-14T10:21:35.000000","GRD_HD","2018-03-14T10:21:35.000000","2018-03-14T10:22:00.000000","-10.3757","-71.4786","-9.87773","-70.171501","-9.363334","-72.439949","-11.386577","-70.51226","-10.866697","-72.790237","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180314T102135_20180314T102200_010026_0122E8_02AD.zip","1037.4958353042603","None","None","0","S1B_IWDV_0626_0631_010026_025",""
"S1B_IW_GRDH_1SDV_20180314T102110_20180314T102135_010026_0122E8_EB4B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10026","25","621","2018-03-14T10:21:35.000000","2018-03-14T10:21:10.000000","GRD_HD","2018-03-14T10:21:10.000000","2018-03-14T10:21:35.000000","-8.8688","-71.1358","-8.367817","-69.83667","-7.85897","-72.096146","-9.877641","-70.171486","-9.363469","-72.438957","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180314T102110_20180314T102135_010026_0122E8_EB4B.zip","1036.841215133667","None","None","0","S1B_IWDV_0621_0626_010026_025",""
"S1B_IW_GRDH_1SDV_20180307T102956_20180307T103021_009924_011F90_0D4C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9924","98","627","2018-03-07T10:30:21.000000","2018-03-07T10:29:56.000000","GRD_HD","2018-03-07T10:29:56.000000","2018-03-07T10:30:21.000000","-10.7844","-73.6279","-10.288689","-72.311935","-9.771305","-74.589455","-11.795728","-72.66111","-11.272777","-74.948494","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180307T102956_20180307T103021_009924_011F90_0D4C.zip","1059.1989736557007","None","None","0","S1B_IWDV_0627_0632_009924_098",""
"S1B_IW_GRDH_1SDV_20180302T102200_20180302T102225_009851_011D12_445F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9851","25","631","2018-03-02T10:22:25.000000","2018-03-02T10:22:00.000000","GRD_HD","2018-03-02T10:22:00.000000","2018-03-02T10:22:25.000000","-11.8804","-71.8336","-11.386637","-70.512764","-10.866518","-72.791817","-12.89226","-70.869484","-12.366454","-73.15937","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180302T102200_20180302T102225_009851_011D12_445F.zip","1055.0008554458618","None","None","0","S1B_IWDV_0631_0636_009851_025",""
"S1B_IW_GRDH_1SDV_20180302T102135_20180302T102200_009851_011D12_56DA","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9851","25","626","2018-03-02T10:22:00.000000","2018-03-02T10:21:35.000000","GRD_HD","2018-03-02T10:21:35.000000","2018-03-02T10:22:00.000000","-10.3757","-71.4791","-9.877697","-70.172012","-9.363308","-72.44046","-11.386547","-70.512741","-10.866676","-72.790726","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180302T102135_20180302T102200_009851_011D12_56DA.zip","1046.4073820114136","None","None","0","S1B_IWDV_0626_0631_009851_025",""
"S1B_IW_GRDH_1SDV_20180302T102110_20180302T102135_009851_011D12_B631","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9851","25","621","2018-03-02T10:21:35.000000","2018-03-02T10:21:10.000000","GRD_HD","2018-03-02T10:21:10.000000","2018-03-02T10:21:35.000000","-8.8688","-71.1363","-8.36779","-69.837158","-7.858952","-72.096634","-9.877607","-70.171989","-9.363443","-72.439461","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180302T102110_20180302T102135_009851_011D12_B631.zip","1040.4103174209595","None","None","0","S1B_IWDV_0621_0626_009851_025",""
"S1B_IW_GRDH_1SDV_20180223T102955_20180223T103020_009749_0119B7_FA8C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9749","98","627","2018-02-23T10:30:20.000000","2018-02-23T10:29:55.000000","GRD_HD","2018-02-23T10:29:55.000000","2018-02-23T10:30:20.000000","-10.7844","-73.6278","-10.288698","-72.311829","-9.771314","-74.589348","-11.795735","-72.661011","-11.272782","-74.948387","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180223T102955_20180223T103020_009749_0119B7_FA8C.zip","1064.4336032867432","None","None","0","S1B_IWDV_0627_0632_009749_098",""
"S1B_IW_GRDH_1SDV_20180218T102200_20180218T102225_009676_011742_A3A2","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9676","25","631","2018-02-18T10:22:25.000000","2018-02-18T10:22:00.000000","GRD_HD","2018-02-18T10:22:00.000000","2018-02-18T10:22:25.000000","-11.8804","-71.8336","-11.386667","-70.512733","-10.866536","-72.791779","-12.892285","-70.869469","-12.366468","-73.159348","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180218T102200_20180218T102225_009676_011742_A3A2.zip","1057.6228199005127","None","None","0","S1B_IWDV_0631_0636_009676_025",""
"S1B_IW_GRDH_1SDV_20180218T102135_20180218T102200_009676_011742_EB0B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9676","25","626","2018-02-18T10:22:00.000000","2018-02-18T10:21:35.000000","GRD_HD","2018-02-18T10:21:35.000000","2018-02-18T10:22:00.000000","-10.3757","-71.4791","-9.877735","-70.171936","-9.363335","-72.440384","-11.386578","-70.512711","-10.866695","-72.790688","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180218T102135_20180218T102200_009676_011742_EB0B.zip","1045.466269493103","None","None","0","S1B_IWDV_0626_0631_009676_025",""
"S1B_IW_GRDH_1SDV_20180218T102110_20180218T102135_009676_011742_DEBA","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9676","25","621","2018-02-18T10:21:35.000000","2018-02-18T10:21:10.000000","GRD_HD","2018-02-18T10:21:10.000000","2018-02-18T10:21:35.000000","-8.8688","-71.1363","-8.367826","-69.837097","-7.858976","-72.096565","-9.877645","-70.171921","-9.36347","-72.439392","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180218T102110_20180218T102135_009676_011742_DEBA.zip","1043.2826404571533","None","None","0","S1B_IWDV_0621_0626_009676_025",""
"S1B_IW_GRDH_1SDV_20180211T102956_20180211T103021_009574_0113F4_87F9","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9574","98","627","2018-02-11T10:30:21.000000","2018-02-11T10:29:56.000000","GRD_HD","2018-02-11T10:29:56.000000","2018-02-11T10:30:21.000000","-10.7845","-73.6286","-10.28879","-72.312691","-9.771448","-74.590218","-11.795835","-72.661827","-11.272923","-74.949226","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180211T102956_20180211T103021_009574_0113F4_87F9.zip","1061.9904298782349","None","None","0","S1B_IWDV_0627_0632_009574_098",""
"S1B_IW_GRDH_1SDV_20180206T102200_20180206T102225_009501_011184_C115","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9501","25","631","2018-02-06T10:22:25.000000","2018-02-06T10:22:00.000000","GRD_HD","2018-02-06T10:22:00.000000","2018-02-06T10:22:25.000000","-11.8803","-71.8335","-11.38658","-70.512619","-10.86642","-72.791664","-12.892196","-70.869385","-12.366348","-73.159256","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180206T102200_20180206T102225_009501_011184_C115.zip","1051.5659656524658","None","None","0","S1B_IWDV_0631_0636_009501_025",""
"S1B_IW_GRDH_1SDV_20180206T102135_20180206T102200_009501_011184_8D4D","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9501","25","626","2018-02-06T10:22:00.000000","2018-02-06T10:21:35.000000","GRD_HD","2018-02-06T10:21:35.000000","2018-02-06T10:22:00.000000","-10.3756","-71.4789","-9.877652","-70.171806","-9.363223","-72.440247","-11.386491","-70.512604","-10.866579","-72.790573","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180206T102135_20180206T102200_009501_011184_8D4D.zip","1040.0021419525146","None","None","0","S1B_IWDV_0626_0631_009501_025",""
"S1B_IW_GRDH_1SDV_20180206T102110_20180206T102135_009501_011184_EB07","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9501","25","621","2018-02-06T10:21:35.000000","2018-02-06T10:21:10.000000","GRD_HD","2018-02-06T10:21:10.000000","2018-02-06T10:21:35.000000","-8.8687","-71.1361","-8.367747","-69.836937","-7.858868","-72.096397","-9.877563","-70.171783","-9.363358","-72.439247","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180206T102110_20180206T102135_009501_011184_EB07.zip","1040.344937324524","None","None","0","S1B_IWDV_0621_0626_009501_025",""
"S1B_IW_GRDH_1SDV_20180130T102956_20180130T103021_009399_010E2B_3659","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9399","98","627","2018-01-30T10:30:21.000000","2018-01-30T10:29:56.000000","GRD_HD","2018-01-30T10:29:56.000000","2018-01-30T10:30:21.000000","-10.7845","-73.6277","-10.288805","-72.31176","-9.771483","-74.589287","-11.79585","-72.660889","-11.27296","-74.948288","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180130T102956_20180130T103021_009399_010E2B_3659.zip","1057.3255605697632","None","None","0","S1B_IWDV_0627_0632_009399_098",""
"S1B_IW_GRDH_1SDV_20180125T102201_20180125T102226_009326_010BC6_3A32","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9326","25","631","2018-01-25T10:22:26.000000","2018-01-25T10:22:01.000000","GRD_HD","2018-01-25T10:22:01.000000","2018-01-25T10:22:26.000000","-11.8803","-71.8331","-11.38658","-70.51226","-10.866405","-72.791298","-12.892217","-70.868935","-12.366355","-73.158813","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180125T102201_20180125T102226_009326_010BC6_3A32.zip","1054.5447635650635","None","None","0","S1B_IWDV_0631_0636_009326_025",""
