"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle"
"S1B_IW_GRDH_1SDV_20171114T102203_20171114T102228_008276_00EA3C_1EC3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8276","25","631","2017-11-14T10:22:28.000000","2017-11-14T10:22:03.000000","GRD_HD","2017-11-14T10:22:03.000000","2017-11-14T10:22:28.000000","-11.8806","-71.8329","-11.38682","-70.512154","-10.866686","-72.791199","-12.892461","-70.868797","-12.366639","-73.158684","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171114T102203_20171114T102228_008276_00EA3C_1EC3.zip","1049.7155027389526","None","None","0","S1B_IWDV_0631_0636_008276_025",""
"S1B_IW_GRDH_1SDV_20171114T102138_20171114T102203_008276_00EA3C_E86A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8276","25","626","2017-11-14T10:22:03.000000","2017-11-14T10:21:38.000000","GRD_HD","2017-11-14T10:21:38.000000","2017-11-14T10:22:03.000000","-10.3759","-71.4785","-9.87789","-70.171349","-9.363485","-72.439796","-11.38673","-70.512131","-10.866844","-72.790108","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171114T102138_20171114T102203_008276_00EA3C_E86A.zip","1044.0727291107178","None","None","0","S1B_IWDV_0626_0631_008276_025",""
"S1B_IW_GRDH_1SDV_20171102T102203_20171102T102228_008101_00E506_A225","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8101","25","631","2017-11-02T10:22:28.000000","2017-11-02T10:22:03.000000","GRD_HD","2017-11-02T10:22:03.000000","2017-11-02T10:22:28.000000","-11.8807","-71.8333","-11.386911","-70.51252","-10.866792","-72.791573","-12.892553","-70.869148","-12.366747","-73.15905","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171102T102203_20171102T102228_008101_00E506_A225.zip","1054.6576738357544","None","None","0","S1B_IWDV_0631_0636_008101_025",""
"S1B_IW_GRDH_1SDV_20171102T102138_20171102T102203_008101_00E506_40F5","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8101","25","626","2017-11-02T10:22:03.000000","2017-11-02T10:21:38.000000","GRD_HD","2017-11-02T10:21:38.000000","2017-11-02T10:22:03.000000","-10.376","-71.4789","-9.877977","-70.171738","-9.363568","-72.440277","-11.386822","-70.512505","-10.86693","-72.790573","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171102T102138_20171102T102203_008101_00E506_40F5.zip","1038.0384874343872","None","None","0","S1B_IWDV_0626_0631_008101_025",""
"S1B_IW_GRDH_1SDV_20171009T102112_20171009T102141_007751_00DB06_A00C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7751","25","621","2017-10-09T10:21:41.000000","2017-10-09T10:21:12.000000","GRD_HD","2017-10-09T10:21:12.000000","2017-10-09T10:21:41.000000","-8.9034","-71.1454","-8.280658","-69.821442","-7.773077","-72.076065","-10.03301","-70.210312","-9.519255","-72.474251","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171009T102112_20171009T102141_007751_00DB06_A00C.zip","1157.8498916625977","None","None","0","S1B_IWDV_0621_0627_007751_025",""
"S1B_IW_GRDH_1SDV_20170927T102112_20170927T102141_007576_00D601_E898","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7576","25","621","2017-09-27T10:21:41.000000","2017-09-27T10:21:12.000000","GRD_HD","2017-09-27T10:21:12.000000","2017-09-27T10:21:41.000000","-8.9032","-71.1459","-8.280439","-69.821877","-7.772817","-72.076584","-10.032971","-70.2108","-9.519174","-72.474815","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170927T102112_20170927T102141_007576_00D601_E898.zip","1161.833134651184","None","None","0","S1B_IWDV_0621_0627_007576_025",""
"S1B_IW_GRDH_1SDV_20170925T103747_20170925T103812_007547_00D533_57AE","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7547","171","622","2017-09-25T10:38:12.000000","2017-09-25T10:37:47.000000","GRD_HD","2017-09-25T10:37:47.000000","2017-09-25T10:38:12.000000","-9.2852","-75.3332","-8.787889","-74.018791","-8.27231","-76.303993","-10.296746","-74.35807","-9.775754","-76.651711","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170925T103747_20170925T103812_007547_00D533_57AE.zip","1055.9577989578247","None","None","0","S1B_IWDV_0622_0627_007547_171",""
"S1B_IW_GRDH_1SDV_20170925T103722_20170925T103747_007547_00D533_F31F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7547","171","617","2017-09-25T10:37:47.000000","2017-09-25T10:37:22.000000","GRD_HD","2017-09-25T10:37:22.000000","2017-09-25T10:37:47.000000","-7.7778","-74.994","-7.277166","-73.688515","-6.767048","-75.965851","-8.7878","-74.018768","-8.272424","-76.303085","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170925T103722_20170925T103747_007547_00D533_F31F.zip","1043.2255268096924","None","None","0","S1B_IWDV_0617_0622_007547_171",""
"S1B_IW_GRDH_1SDV_20170920T102958_20170920T103023_007474_00D320_950A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7474","98","627","2017-09-20T10:30:23.000000","2017-09-20T10:29:58.000000","GRD_HD","2017-09-20T10:29:58.000000","2017-09-20T10:30:23.000000","-10.7848","-73.6276","-10.289075","-72.311615","-9.771717","-74.589333","-11.796124","-72.660721","-11.273198","-74.948303","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170920T102958_20170920T103023_007474_00D320_950A.zip","1050.276403427124","None","None","0","S1B_IWDV_0627_0632_007474_098",""
"S1B_IW_GRDH_1SDV_20170920T102933_20170920T102958_007474_00D320_FE80","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7474","98","622","2017-09-20T10:29:58.000000","2017-09-20T10:29:33.000000","GRD_HD","2017-09-20T10:29:33.000000","2017-09-20T10:29:58.000000","-9.2791","-73.279","-8.77974","-71.973839","-8.267984","-74.242172","-10.288985","-72.3116","-9.771853","-74.588333","None","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170920T102933_20170920T102958_007474_00D320_FE80.zip","1032.9197521209717","None","None","0","S1B_IWDV_0622_0627_007474_098",""
